,brand_name,model_name,os,popularity,best_price,lowest_price,highest_price,sellers_amount,screen_size,memory_size,battery_size,release_date
389,Samsung,Galaxy A2 Core 2019 SM-A260 1/16GB Blue,Android,91,3222.0,3029.0,3515.0,8,5.0,16.0,2600.0,11-2019
390,Samsung,Galaxy A20e SM-A202F 3/32GB Black SM-A202FZKD,Android,1040,4595.0,4309.0,5095.0,9,5.8,32.0,3000.0,7-2019
391,Samsung,Galaxy A20e SM-A202F 3/32GB White (SM-A202FZWD),Android,54,4300.0,4100.0,4500.0,2,5.8,32.0,3000.0,12-2019
392,Samsung,Galaxy A20s 2019 A207F 3/32GB Black (SM-A207FZKD),Android,1017,4126.0,3599.0,4399.0,13,6.5,32.0,4000.0,10-2019
393,Samsung,Galaxy A21s 3/32GB Black (SM-A217FZKN),Android,1059,5174.0,4598.0,6470.0,46,6.5,32.0,5000.0,6-2020
394,Samsung,Galaxy A30s 3/32GB Black (SM-A307FZKU),Android,1072,4524.0,3999.0,4789.0,4,6.4,32.0,4000.0,9-2019
395,Samsung,Galaxy A30s 4/128GB White,Android,261,6340.0,,,1,6.4,64.0,4000.0,11-2019
396,Samsung,Galaxy A30s 4/128GB White,Android,273,6340.0,,,1,6.4,64.0,4000.0,11-2019
397,Samsung,Galaxy A30s 4/64GB Green (SM-A307FZGV),Android,778,6098.0,5799.0,6399.0,8,6.4,64.0,4000.0,9-2019
398,Samsung,Galaxy A31 4/128GB Black (SM-A315FZKV),Android,1115,6510.0,5894.0,7499.0,74,6.4,128.0,5000.0,4-2020
399,Samsung,Galaxy A31 4/64GB Black (SM-A315FZKU),Android,1185,5997.0,5368.0,6999.0,92,6.4,64.0,5000.0,4-2020
400,Samsung,Galaxy A41 4/64GB Black (SM-A415FZKD),Android,1173,6693.0,5699.0,9547.0,19,6.1,64.0,3500.0,5-2020
